-3.686265624999999879e+00,-4.242937500000000028e+00,-3.721578125000000181e+00
-3.687140625000000060e+00,-4.244406249999999936e+00,-3.723812500000000192e+00
-3.688109375000000245e+00,-4.242312499999999709e+00,-3.723531250000000181e+00
-3.689281250000000068e+00,-4.242484375000000085e+00,-3.722687500000000149e+00
-3.689734375000000011e+00,-4.242265624999999929e+00,-3.723906250000000195e+00
-3.692750000000000199e+00,-4.241125000000000256e+00,-3.724968749999999940e+00
-3.695124999999999993e+00,-4.242515625000000234e+00,-3.727312500000000028e+00
0.000000000000000000e+00,-4.243140624999999666e+00,-3.729312500000000252e+00
0.000000000000000000e+00,-4.244281250000000227e+00,-3.730968750000000167e+00
-3.702125000000000110e+00,-4.245140625000000334e+00,-3.732921875000000167e+00
-3.703171875000000224e+00,-4.244906249999999659e+00,-3.735187499999999883e+00
0.000000000000000000e+00,-4.244140625000000000e+00,-3.734671875000000085e+00
0.000000000000000000e+00,-4.244546875000000163e+00,-3.735359375000000259e+00
-3.707015624999999925e+00,-4.246593749999999723e+00,-3.737406250000000263e+00
-3.706812500000000288e+00,-4.246531250000000313e+00,-3.740046874999999993e+00
0.000000000000000000e+00,-4.245406250000000270e+00,-3.742624999999999869e+00
0.000000000000000000e+00,-4.245625000000000426e+00,-3.742875000000000174e+00
-3.708953125000000295e+00,-4.247718749999999766e+00,-3.748718750000000099e+00
-3.709640625000000025e+00,-4.245687499999999837e+00,-3.748406249999999940e+00
-3.708578125000000281e+00,-4.246171874999999929e+00,-3.749249999999999972e+00
-3.706140625000000188e+00,-4.245765624999999766e+00,-3.750453124999999943e+00
0.000000000000000000e+00,-4.244312500000000377e+00,-3.750343749999999865e+00
-3.704750000000000210e+00,-4.245250000000000412e+00,-3.750656250000000025e+00
-3.702500000000000124e+00,-4.245656249999999687e+00,-3.754265624999999940e+00
-3.701078124999999996e+00,-4.244203125000000298e+00,-3.752609375000000025e+00
-3.696328124999999964e+00,-4.244718749999999652e+00,-3.754359374999999943e+00
-3.694718750000000274e+00,-4.242515625000000234e+00,-3.756343750000000092e+00
-3.693171874999999993e+00,-4.242562500000000014e+00,-3.758624999999999883e+00
-3.691031249999999986e+00,-4.240828125000000171e+00,-3.762375000000000025e+00
-3.690078124999999876e+00,-4.242203125000000519e+00,-3.763140625000000128e+00
-3.688265625000000103e+00,-4.242406250000000156e+00,-3.762765625000000114e+00
-3.685624999999999929e+00,-4.242062500000000291e+00,-3.765906250000000011e+00
0.000000000000000000e+00,-4.241796875000000355e+00,-3.768124999999999947e+00
-3.679718750000000149e+00,-4.242593750000000163e+00,-3.770046875000000242e+00
-3.676437500000000025e+00,-4.242484375000000085e+00,-3.769203125000000210e+00
-3.672140624999999936e+00,-4.242859375000000099e+00,-3.768625000000000114e+00
-3.669078124999999968e+00,-4.242609374999999794e+00,-3.766750000000000043e+00
0.000000000000000000e+00,-4.242312499999999709e+00,-3.770937500000000053e+00
0.000000000000000000e+00,-4.243078125000000256e+00,-3.772218749999999954e+00
0.000000000000000000e+00,-4.243890624999999694e+00,-3.771734374999999861e+00
0.000000000000000000e+00,-4.243359374999999822e+00,-3.773703124999999936e+00
-3.655750000000000277e+00,-4.244468750000000234e+00,-3.775281249999999922e+00
-3.653000000000000025e+00,-4.243156250000000185e+00,-3.774234375000000252e+00
0.000000000000000000e+00,-4.242874999999999730e+00,-3.774328125000000256e+00
0.000000000000000000e+00,-4.243953124999999993e+00,-3.772828125000000199e+00
-3.644937500000000163e+00,-4.245625000000000426e+00,-3.772703125000000046e+00
-3.641984375000000274e+00,-4.246125000000000149e+00,-3.774046875000000245e+00
0.000000000000000000e+00,-4.245765624999999766e+00,-3.771390624999999996e+00
-3.638515625000000142e+00,-4.246031249999999702e+00,-3.769750000000000156e+00
-3.634359375000000281e+00,-4.248406250000000384e+00,-3.769609374999999929e+00
0.000000000000000000e+00,-4.248000000000000220e+00,-3.769375000000000142e+00
0.000000000000000000e+00,-4.249062499999999964e+00,-3.768250000000000099e+00
-3.629671875000000103e+00,-4.252171875000000156e+00,-3.767218750000000060e+00
-3.628468750000000131e+00,-4.252203125000000306e+00,-3.762640624999999961e+00
-3.625500000000000167e+00,-4.253203124999999751e+00,-3.762343749999999876e+00
-3.623156250000000078e+00,-4.254218749999999716e+00,-3.757140624999999901e+00
0.000000000000000000e+00,-4.254046875000000227e+00,-3.755859375000000000e+00
0.000000000000000000e+00,-4.256218750000000384e+00,-3.754312500000000163e+00
0.000000000000000000e+00,-4.257875000000000298e+00,-3.750906249999999886e+00
0.000000000000000000e+00,-4.258484375000000099e+00,-3.748390624999999865e+00
-3.620203125000000188e+00,-4.260203125000000313e+00,-3.745765625000000210e+00
-3.619546875000000163e+00,-4.261156249999999979e+00,-3.745890624999999918e+00
-3.619281250000000227e+00,-4.261828125000000078e+00,-3.744031249999999922e+00
-3.618562499999999904e+00,-4.262328124999999801e+00,-3.742359374999999932e+00
-3.619031249999999922e+00,-4.262937500000000490e+00,-3.739749999999999908e+00
-3.618656249999999908e+00,-4.263640624999999851e+00,-3.739171875000000256e+00
0.000000000000000000e+00,-4.263046874999999680e+00,-3.736124999999999918e+00
0.000000000000000000e+00,-4.263765625000000448e+00,-3.733906249999999982e+00
0.000000000000000000e+00,-4.265562499999999702e+00,-3.734359374999999925e+00
-3.620890624999999918e+00,-4.264890625000000490e+00,-3.733859375000000203e+00
-3.621390625000000085e+00,-4.265249999999999986e+00,-3.734468750000000004e+00
-3.621984375000000256e+00,-4.264343750000000099e+00,-3.734203125000000068e+00
-3.622859374999999993e+00,-4.263921875000000306e+00,-3.735062500000000174e+00
0.000000000000000000e+00,-4.263703125000000149e+00,-3.734875000000000167e+00
-3.624781250000000288e+00,-4.262187500000000462e+00,-3.736187500000000217e+00
-3.625640624999999950e+00,-4.262546874999999957e+00,-3.736546875000000156e+00
0.000000000000000000e+00,-4.261375000000000135e+00,-3.739640625000000274e+00
0.000000000000000000e+00,-4.259531250000000213e+00,-3.738375000000000004e+00
-3.628046874999999893e+00,-4.260046875000000455e+00,-3.740843750000000245e+00
-3.627781249999999957e+00,-4.258046874999999787e+00,-3.740093750000000217e+00
-3.629234375000000234e+00,-4.256390624999999872e+00,-3.743312500000000043e+00
-3.628734375000000068e+00,-4.255640624999999844e+00,-3.745953125000000217e+00
0.000000000000000000e+00,-4.253515625000000355e+00,-3.746546874999999943e+00
0.000000000000000000e+00,-4.252562499999999801e+00,-3.744609375000000018e+00
0.000000000000000000e+00,-4.251390624999999979e+00,-3.748421875000000014e+00
-3.631656250000000252e+00,-4.249718750000000433e+00,-3.748734375000000174e+00
-3.632671875000000217e+00,-4.248062500000000519e+00,-3.751921875000000295e+00
-3.632484375000000210e+00,-4.246906250000000327e+00,-3.751906250000000220e+00
-3.633703125000000256e+00,-4.245140625000000334e+00,-3.750515625000000242e+00
0.000000000000000000e+00,-4.243671875000000426e+00,-3.752062500000000078e+00
-3.635890625000000043e+00,-4.242218750000000149e+00,-3.753968750000000298e+00
-3.636218750000000277e+00,-4.241656250000000128e+00,-3.753687500000000288e+00
0.000000000000000000e+00,-4.239703125000000128e+00,-3.753593750000000284e+00
0.000000000000000000e+00,-4.238671874999999645e+00,-3.752343750000000089e+00
0.000000000000000000e+00,-4.238312500000000149e+00,-3.752124999999999932e+00
-3.640718750000000004e+00,-4.236484374999999858e+00,-3.750531249999999872e+00
-3.642125000000000057e+00,-4.236765625000000313e+00,-3.750875000000000181e+00
-3.641921874999999975e+00,-4.235515624999999673e+00,-3.752828125000000181e+00
-3.644015625000000203e+00,-4.233218749999999808e+00,-3.753062499999999968e+00
0.000000000000000000e+00,-4.232124999999999915e+00,-3.753046874999999893e+00
-3.651343750000000110e+00,-4.233062499999999950e+00,-3.752953124999999890e+00
-3.653765625000000128e+00,-4.234203125000000512e+00,-3.754187500000000011e+00
-3.656046874999999918e+00,-4.233812499999999979e+00,-3.755703125000000142e+00
-3.658218750000000075e+00,-4.232921874999999723e+00,-3.757500000000000284e+00
0.000000000000000000e+00,-4.231281250000000327e+00,-3.758062499999999861e+00
-3.665406250000000199e+00,-4.235562500000000341e+00,-3.760937500000000266e+00
-3.668656250000000174e+00,-4.234546875000000377e+00,-3.762078124999999940e+00
0.000000000000000000e+00,-4.235843749999999908e+00,-3.762531249999999883e+00
0.000000000000000000e+00,-4.235546874999999822e+00,-3.760781249999999964e+00
-3.679984375000000085e+00,-4.236984375000000469e+00,-3.760593749999999957e+00
-3.684218749999999876e+00,-4.238312500000000149e+00,-3.761968749999999861e+00
-3.686531250000000259e+00,-4.239140625000000107e+00,-3.759328125000000131e+00
-3.690562499999999968e+00,-4.239984374999999694e+00,-3.758609375000000252e+00
0.000000000000000000e+00,-4.242468750000000455e+00,-3.759312500000000057e+00
-3.696843750000000206e+00,-4.243421875000000121e+00,-3.757015625000000192e+00
-3.698749999999999982e+00,-4.246437499999999865e+00,-3.755984375000000153e+00
0.000000000000000000e+00,-4.247031250000000036e+00,-3.753828125000000071e+00
-3.705546875000000018e+00,-4.248671875000000320e+00,-3.753281250000000124e+00
-3.706765625000000064e+00,-4.251156250000000192e+00,-3.754312500000000163e+00
0.000000000000000000e+00,-4.252015625000000298e+00,-3.753703124999999918e+00
0.000000000000000000e+00,-4.252046875000000448e+00,-3.752953124999999890e+00
0.000000000000000000e+00,-4.256796875000000036e+00,-3.755312500000000053e+00
-3.716984375000000007e+00,-4.256109375000000306e+00,-3.756234375000000014e+00
-3.719718750000000185e+00,-4.258421874999999801e+00,-3.755671874999999993e+00
-3.717093750000000085e+00,-4.260968749999999972e+00,-3.759265625000000277e+00
0.000000000000000000e+00,-4.259562500000000362e+00,-3.756890625000000039e+00
-3.720906250000000082e+00,-4.260625000000000107e+00,-3.755890625000000149e+00
-3.719640625000000256e+00,-4.263937499999999936e+00,-3.754906249999999890e+00
0.000000000000000000e+00,-4.263843750000000377e+00,-3.750578125000000096e+00
0.000000000000000000e+00,-4.265031249999999829e+00,-3.747187499999999893e+00
-3.717968750000000266e+00,-4.266390624999999659e+00,-3.747515625000000128e+00
-3.716281250000000203e+00,-4.267359374999999844e+00,-3.747140625000000114e+00
0.000000000000000000e+00,-4.268578125000000334e+00,-3.742734374999999947e+00
-3.714515625000000210e+00,-4.267500000000000071e+00,-3.739781250000000057e+00
-3.710625000000000284e+00,-4.270359374999999957e+00,-3.738609375000000234e+00
0.000000000000000000e+00,-4.268859374999999901e+00,-3.736296875000000295e+00
0.000000000000000000e+00,-4.269718750000000007e+00,-3.735984375000000135e+00
0.000000000000000000e+00,-4.271500000000000519e+00,-3.738062500000000288e+00
0.000000000000000000e+00,-4.270171874999999950e+00,-3.735875000000000057e+00
-3.703125000000000000e+00,-4.269312499999999844e+00,-3.734765625000000089e+00
-3.700062500000000032e+00,-4.272265625000000178e+00,-3.736062500000000064e+00
0.000000000000000000e+00,-4.270265625000000398e+00,-3.734281249999999996e+00
0.000000000000000000e+00,-4.269265625000000064e+00,-3.736968749999999950e+00
-3.693734375000000014e+00,-4.270937500000000497e+00,-3.736843750000000242e+00
-3.691718750000000160e+00,-4.270406249999999737e+00,-3.737156249999999957e+00
-3.687515625000000075e+00,-4.269984374999999943e+00,-3.738718749999999869e+00
-3.684234374999999950e+00,-4.268703125000000043e+00,-3.740468750000000231e+00
0.000000000000000000e+00,-4.266953124999999680e+00,-3.739703125000000128e+00
-3.680421874999999954e+00,-4.267125000000000057e+00,-3.741125000000000256e+00
-3.676781249999999890e+00,-4.266796874999999822e+00,-3.743109374999999961e+00
0.000000000000000000e+00,-4.264906250000000121e+00,-3.742968750000000178e+00
-3.671437500000000131e+00,-4.263453124999999844e+00,-3.743828125000000284e+00
